Itinerary,Leg,Departure_Airport,Departure_Airport_IATA_Abbrv,Departure_Time,Arrival_Airport,Arrival_Airport_IATA_Abbrv,Arrival_Time,Flight_Duration,Aircraft,Airline,Flight_Number,Flight_Overnight,Layover_Duration
388,2,San Francisco International Airport,SFO,2024-02-11 14:30,Denver International Airport,DEN,2024-02-11 18:09,159,Boeing 787,United,UA 1821,FALSE,81
388,3,Denver International Airport,DEN,2024-02-11 19:30,Harry Reid International Airport,LAS,2024-02-11 20:35,125,Boeing 737,United,UA 655,FALSE,0
389,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,490
389,2,San Francisco International Airport,SFO,2024-02-11 19:10,Harry Reid International Airport,LAS,2024-02-11 20:55,105,Boeing 737,United,UA 1847,FALSE,0
390,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,320
390,2,San Francisco International Airport,SFO,2024-02-11 16:20,Denver International Airport,DEN,2024-02-11 20:02,162,Boeing 737,United,UA 566,FALSE,63
390,3,Denver International Airport,DEN,2024-02-11 21:05,Harry Reid International Airport,LAS,2024-02-11 22:09,124,Boeing 737MAX 8 Passenger,United,UA 1437,FALSE,0
391,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,210
391,2,San Francisco International Airport,SFO,2024-02-11 14:30,Denver International Airport,DEN,2024-02-11 18:09,159,Boeing 787,United,UA 1821,FALSE,176
391,3,Denver International Airport,DEN,2024-02-11 21:05,Harry Reid International Airport,LAS,2024-02-11 22:09,124,Boeing 737MAX 8 Passenger,United,UA 1437,FALSE,0
392,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,700
392,2,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
393,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,1285
393,2,San Francisco International Airport,SFO,2024-02-12 8:25,Harry Reid International Airport,LAS,2024-02-12 10:10,105,Boeing 737,United,UA 1178,FALSE,0
394,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,95
394,2,Seattle-Tacoma International Airport,SEA,2024-02-11 10:35,Los Angeles International Airport,LAX,2024-02-11 13:10,155,Boeing 737,Delta,DL 304,FALSE,289
394,3,Los Angeles International Airport,LAX,2024-02-11 17:59,Harry Reid International Airport,LAS,2024-02-11 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
395,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,270
395,2,Seattle-Tacoma International Airport,SEA,2024-02-11 13:30,Salt Lake City International Airport (SLC),SLC,2024-02-11 16:32,122,Boeing 737,Delta,DL 2412,FALSE,325
395,3,Salt Lake City International Airport (SLC),SLC,2024-02-11 21:57,Harry Reid International Airport,LAS,2024-02-11 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
396,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,155
396,2,Los Angeles International Airport,LAX,2024-02-11 13:15,Salt Lake City International Airport (SLC),SLC,2024-02-11 16:09,114,Airbus A321neo,Delta,DL 1625,FALSE,348
396,3,Salt Lake City International Airport (SLC),SLC,2024-02-11 21:57,Harry Reid International Airport,LAS,2024-02-11 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
397,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,118
397,2,San Francisco International Airport,SFO,2024-02-11 12:58,Denver International Airport,DEN,2024-02-11 16:40,162,Boeing 737MAX 9 Passenger,United,UA 1374,FALSE,265
397,3,Denver International Airport,DEN,2024-02-11 21:05,Harry Reid International Airport,LAS,2024-02-11 22:09,124,Boeing 737MAX 8 Passenger,United,UA 1437,FALSE,0
398,1,Haneda Airport,HND,2024-02-11 16:05,Hong Kong International Airport,HKG,2024-02-11 20:15,310,Boeing 777,Cathay Pacific,CX 549,FALSE,240
398,2,Hong Kong International Airport,HKG,2024-02-12 0:15,Los Angeles International Airport,LAX,2024-02-11 20:55,760,Boeing 777,Cathay Pacific,CX 880,TRUE,605
398,3,Los Angeles International Airport,LAX,2024-02-12 7:00,Harry Reid International Airport,LAS,2024-02-12 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
399,1,Haneda Airport,HND,2024-02-11 16:05,Hong Kong International Airport,HKG,2024-02-11 20:15,310,Boeing 777,Cathay Pacific,CX 549,FALSE,280
399,2,Hong Kong International Airport,HKG,2024-02-12 0:55,San Francisco International Airport,SFO,2024-02-11 21:15,740,Airbus A350,Cathay Pacific,CX 872,TRUE,605
399,3,San Francisco International Airport,SFO,2024-02-12 7:20,Harry Reid International Airport,LAS,2024-02-12 8:58,98,Embraer 175,Alaska,AS 3349,FALSE,0
400,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,728
400,2,Los Angeles International Airport,LAX,2024-02-11 18:08,Harry Reid International Airport,LAS,2024-02-11 19:22,74,Boeing 737,Alaska,AS 708,FALSE,0
401,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,427
401,2,Los Angeles International Airport,LAX,2024-02-11 13:07,Phoenix Sky Harbor International Airport,PHX,2024-02-11 15:33,86,Airbus A321neo,American,AA 1994,FALSE,166
401,3,Phoenix Sky Harbor International Airport,PHX,2024-02-11 18:19,Harry Reid International Airport,LAS,2024-02-11 18:30,71,Boeing 737MAX 8 Passenger,American,AA 1977,FALSE,0
402,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,840
402,2,Los Angeles International Airport,LAX,2024-02-11 20:00,Harry Reid International Airport,LAS,2024-02-11 21:14,74,Airbus A321,American,AA 2785,FALSE,0
403,1,Haneda Airport,HND,2024-02-11 12:05,Gimpo International Airport (GMP),GMP,2024-02-11 14:25,140,Airbus A330,Asiana,OZ 1075,FALSE,230
403,2,Incheon International Airport,ICN,2024-02-11 18:15,Seattle-Tacoma International Airport,SEA,2024-02-11 11:00,585,Airbus A350,Asiana,OZ 272,TRUE,116
403,3,Seattle-Tacoma International Airport,SEA,2024-02-11 12:56,Harry Reid International Airport,LAS,2024-02-11 15:30,154,Boeing 737MAX 9 Passenger,Alaska,AS 678,FALSE,0
404,1,Haneda Airport,HND,2024-02-11 12:05,Gimpo International Airport (GMP),GMP,2024-02-11 14:25,140,Airbus A330,Asiana,OZ 1075,FALSE,215
404,2,Incheon International Airport,ICN,2024-02-11 18:00,San Francisco International Airport,SFO,2024-02-11 11:35,635,Boeing 787,United,UA 892,TRUE,89
404,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
405,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,243
405,2,Los Angeles International Airport,LAX,2024-02-11 10:03,Harry Reid International Airport,LAS,2024-02-11 11:17,74,Boeing 737,American,AA 2002,FALSE,0
406,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,367
406,2,Los Angeles International Airport,LAX,2024-02-11 12:07,Harry Reid International Airport,LAS,2024-02-11 13:17,70,Boeing 737,American,AA 2388,FALSE,0
407,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,259
407,2,Ontario International Airport,ONT,2024-02-11 10:19,Phoenix Sky Harbor International Airport,PHX,2024-02-11 12:38,79,Airbus A319,American,AA 296,FALSE,155
407,3,Phoenix Sky Harbor International Airport,PHX,2024-02-11 15:13,Harry Reid International Airport,LAS,2024-02-11 15:23,70,Airbus A321,American,AA 1541,FALSE,0
408,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,620
408,2,Los Angeles International Airport,LAX,2024-02-11 16:20,Phoenix Sky Harbor International Airport,PHX,2024-02-11 18:46,86,Boeing 737,American,AA 2032,FALSE,174
408,3,Phoenix Sky Harbor International Airport,PHX,2024-02-11 21:40,Harry Reid International Airport,LAS,2024-02-11 21:57,77,Airbus A321neo,American,AA 2106,FALSE,0
409,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,241
409,2,Los Angeles International Airport,LAX,2024-02-11 10:01,Phoenix Sky Harbor International Airport,PHX,2024-02-11 12:30,89,Airbus A321,American,AA 721,FALSE,349
409,3,Phoenix Sky Harbor International Airport,PHX,2024-02-11 18:19,Harry Reid International Airport,LAS,2024-02-11 18:30,71,Boeing 737MAX 8 Passenger,American,AA 1977,FALSE,0
410,1,Haneda Airport,HND,2024-02-11 1:30,Incheon International Airport,ICN,2024-02-11 4:10,160,Airbus A321,Asiana,OZ 177,TRUE,830
410,2,Incheon International Airport,ICN,2024-02-11 18:00,San Francisco International Airport,SFO,2024-02-11 11:35,635,Boeing 787,United,UA 892,TRUE,89
410,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
411,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,241
411,2,Los Angeles International Airport,LAX,2024-02-11 10:01,Phoenix Sky Harbor International Airport,PHX,2024-02-11 12:30,89,Airbus A321,American,AA 721,FALSE,163
411,3,Phoenix Sky Harbor International Airport,PHX,2024-02-11 15:13,Harry Reid International Airport,LAS,2024-02-11 15:23,70,Airbus A321,American,AA 1541,FALSE,0
412,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,165
412,2,Kona International Airport,KOA,2024-02-11 14:35,San Francisco International Airport,SFO,2024-02-11 21:43,308,Boeing 757,United,UA 1711,FALSE,57
412,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
413,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,315
413,2,Daniel K. Inouye International Airport,HNL,2024-02-11 14:25,San Francisco International Airport,SFO,2024-02-11 21:29,304,Boeing 777,United,UA 1141,FALSE,71
413,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
414,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,225
414,2,Daniel K. Inouye International Airport,HNL,2024-02-11 12:55,San Francisco International Airport,SFO,2024-02-11 20:10,315,Airbus A330,Hawaiian,HA 12,FALSE,150
414,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
415,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,185
415,2,Los Angeles International Airport,LAX,2024-02-11 9:05,Dallas Fort Worth International Airport,DFW,2024-02-11 14:05,180,Boeing 777,American,AA 2811,FALSE,47
415,3,Dallas Fort Worth International Airport,DFW,2024-02-11 14:52,Harry Reid International Airport,LAS,2024-02-11 15:56,184,Airbus A321,American,AA 2376,FALSE,0
416,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,120
416,2,Los Angeles International Airport,LAX,2024-02-11 8:00,Dallas Fort Worth International Airport,DFW,2024-02-11 12:58,178,Airbus A321,American,AA 2766,FALSE,114
416,3,Dallas Fort Worth International Airport,DFW,2024-02-11 14:52,Harry Reid International Airport,LAS,2024-02-11 15:56,184,Airbus A321,American,AA 2376,FALSE,0
417,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,153
417,2,Los Angeles International Airport,LAX,2024-02-11 8:33,Harry Reid International Airport,LAS,2024-02-11 9:46,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
418,1,Haneda Airport,HND,2024-02-11 13:05,Los Angeles International Airport,LAX,2024-02-11 6:00,595,Boeing 787,American,AA 170,TRUE,416
418,2,Los Angeles International Airport,LAX,2024-02-11 12:56,Harry Reid International Airport,LAS,2024-02-11 14:09,73,Boeing 737,United,UA 2449,FALSE,0
419,1,Haneda Airport,HND,2024-02-11 2:00,Incheon International Airport,ICN,2024-02-11 4:50,170,Boeing 737,Korean Air,KE 720,TRUE,970
419,2,Incheon International Airport,ICN,2024-02-11 21:00,Harry Reid International Airport,LAS,2024-02-11 15:15,675,Boeing 777,Korean Air,KE 5,TRUE,0
420,1,Haneda Airport,HND,2024-02-11 9:45,Gimpo International Airport (GMP),GMP,2024-02-11 12:20,155,Airbus A321neo,Korean Air,KE 2106,FALSE,520
420,2,Incheon International Airport,ICN,2024-02-11 21:00,Harry Reid International Airport,LAS,2024-02-11 15:15,675,Boeing 777,Korean Air,KE 5,TRUE,0
421,1,Haneda Airport,HND,2024-02-11 12:25,Gimpo International Airport (GMP),GMP,2024-02-11 15:00,155,Airbus A330,Korean Air,KE 2102,FALSE,360
421,2,Incheon International Airport,ICN,2024-02-11 21:00,Harry Reid International Airport,LAS,2024-02-11 15:15,675,Boeing 777,Korean Air,KE 5,TRUE,0
422,1,Haneda Airport,HND,2024-02-11 8:40,Shanghai Pudong International Airport,PVG,2024-02-11 10:45,185,Airbus A350,China Eastern,MU 576,FALSE,215
422,2,Shanghai Pudong International Airport,PVG,2024-02-11 14:20,San Francisco International Airport,SFO,2024-02-11 9:30,670,Boeing 777,China Eastern,MU 589,TRUE,214
422,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
423,1,Haneda Airport,HND,2024-02-11 20:05,Gimpo International Airport (GMP),GMP,2024-02-11 22:35,150,Airbus A330,Asiana,OZ 1035,FALSE,850
423,2,Incheon International Airport,ICN,2024-02-12 12:45,Frankfurt Airport,FRA,2024-02-12 18:30,825,Boeing 747,Lufthansa,LH 713,FALSE,995
423,3,Frankfurt Airport,FRA,2024-02-20 11:05,Harry Reid International Airport,LAS,2024-02-20 13:50,705,Airbus A330,Discover Airlines,4Y 54,FALSE,0
424,1,Haneda Airport,HND,2024-02-11 8:40,Shanghai Pudong International Airport,PVG,2024-02-11 10:45,185,Airbus A350,China Eastern,MU 576,FALSE,215
424,2,Shanghai Pudong International Airport,PVG,2024-02-11 14:20,San Francisco International Airport,SFO,2024-02-11 9:30,670,Boeing 777,China Eastern,MU 589,TRUE,480
424,3,San Francisco International Airport,SFO,2024-02-11 17:30,Harry Reid International Airport,LAS,2024-02-11 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
425,1,Haneda Airport,HND,2024-02-11 22:15,Daniel K. Inouye International Airport,HNL,2024-02-11 10:05,410,Boeing 787,ANA,NH 186,TRUE,260
425,2,Daniel K. Inouye International Airport,HNL,2024-02-11 14:25,San Francisco International Airport,SFO,2024-02-11 21:29,304,Boeing 777,United,UA 1141,FALSE,71
425,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
426,1,Haneda Airport,HND,2024-02-11 18:00,Dallas Fort Worth International Airport,DFW,2024-02-11 14:30,690,Boeing 787,American,AA 176,TRUE,993
426,2,Dallas Fort Worth International Airport,DFW,2024-02-12 7:03,Harry Reid International Airport,LAS,2024-02-12 8:10,187,Airbus A321,American,AA 1969,FALSE,0
427,1,Haneda Airport,HND,2024-02-11 20:25,Los Angeles International Airport,LAX,2024-02-11 13:20,595,Boeing 787,American,AA 26,TRUE,1060
427,2,Los Angeles International Airport,LAX,2024-02-12 7:00,Harry Reid International Airport,LAS,2024-02-12 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
428,1,Haneda Airport,HND,2024-02-11 20:25,Los Angeles International Airport,LAX,2024-02-11 13:20,595,Boeing 787,American,AA 26,TRUE,1243
428,2,Los Angeles International Airport,LAX,2024-02-12 10:03,Harry Reid International Airport,LAS,2024-02-12 11:17,74,Boeing 737,American,AA 2002,FALSE,0
429,1,Haneda Airport,HND,2024-02-11 21:55,Vancouver International Airport (YVR),YVR,2024-02-11 13:45,530,Boeing 787,ANA,NH 116,TRUE,330
429,2,Vancouver International Airport (YVR),YVR,2024-02-11 19:15,San Francisco International Airport,SFO,2024-02-11 21:40,145,Boeing 737,United,UA 2423,FALSE,60
429,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
430,1,Haneda Airport,HND,2024-02-11 13:35,Kansai International Airport,KIX,2024-02-11 15:00,85,Boeing 767,ANA,NH 991,FALSE,210
430,2,Kansai International Airport,KIX,2024-02-11 18:30,San Francisco International Airport,SFO,2024-02-11 11:15,585,Boeing 787,United,UA 34,TRUE,109
430,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
431,1,Haneda Airport,HND,2024-02-11 15:30,Kansai International Airport,KIX,2024-02-11 16:55,85,Airbus A320,ANA,NH 3825,FALSE,95
431,2,Kansai International Airport,KIX,2024-02-11 18:30,San Francisco International Airport,SFO,2024-02-11 11:15,585,Boeing 787,United,UA 34,TRUE,109
431,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
432,1,Haneda Airport,HND,2024-02-11 20:25,Los Angeles International Airport,LAX,2024-02-11 13:20,595,Boeing 787,American,AA 26,TRUE,400
432,2,Los Angeles International Airport,LAX,2024-02-11 20:00,Harry Reid International Airport,LAS,2024-02-11 21:14,74,Airbus A321,American,AA 2785,FALSE,0
433,1,Haneda Airport,HND,2024-02-11 0:50,Los Angeles International Airport,LAX,2024-02-17 17:50,600,Boeing 787,ANA,NH 106,TRUE,145
433,2,Los Angeles International Airport,LAX,2024-02-17 20:15,Harry Reid International Airport,LAS,2024-02-17 21:28,73,Boeing 737,United,UA 1960,FALSE,0
434,1,Haneda Airport,HND,2024-02-11 0:50,Los Angeles International Airport,LAX,2024-02-17 17:50,600,Boeing 787,ANA,NH 106,TRUE,883
434,2,Los Angeles International Airport,LAX,2024-02-11 8:33,Harry Reid International Airport,LAS,2024-02-11 9:46,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
435,1,Haneda Airport,HND,2024-02-11 0:50,Los Angeles International Airport,LAX,2024-02-17 17:50,600,Boeing 787,ANA,NH 106,TRUE,1146
435,2,Los Angeles International Airport,LAX,2024-02-11 12:56,Harry Reid International Airport,LAS,2024-02-11 14:09,73,Boeing 737,United,UA 2449,FALSE,0
436,1,Haneda Airport,HND,2024-02-11 22:55,San Francisco International Airport,SFO,2024-02-11 15:20,565,Boeing 777,ANA,NH 108,TRUE,440
436,2,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
437,1,Haneda Airport,HND,2024-02-11 22:55,San Francisco International Airport,SFO,2024-02-11 15:20,565,Boeing 777,ANA,NH 108,TRUE,1025
437,2,San Francisco International Airport,SFO,2024-02-12 8:25,Harry Reid International Airport,LAS,2024-02-12 10:10,105,Boeing 737,United,UA 1178,FALSE,0
438,1,Haneda Airport,HND,2024-02-11 21:05,Los Angeles International Airport,LAX,2024-02-11 14:05,600,Boeing 787,ANA,NH 126,TRUE,160
438,2,Los Angeles International Airport,LAX,2024-02-11 16:45,Harry Reid International Airport,LAS,2024-02-11 17:58,73,Boeing 737,United,UA 1062,FALSE,0
439,1,Haneda Airport,HND,2024-02-11 16:25,Los Angeles International Airport,LAX,2024-02-11 9:15,590,Boeing 787,JAL,JL 16,TRUE,172
439,2,Los Angeles International Airport,LAX,2024-02-11 12:07,Harry Reid International Airport,LAS,2024-02-11 13:17,70,Boeing 737,American,AA 2388,FALSE,0
440,1,Haneda Airport,HND,2024-02-11 16:25,Los Angeles International Airport,LAX,2024-02-11 9:15,590,Boeing 787,JAL,JL 16,TRUE,645
440,2,Los Angeles International Airport,LAX,2024-02-11 20:00,Harry Reid International Airport,LAS,2024-02-11 21:14,74,Airbus A321,American,AA 2785,FALSE,0
441,1,Haneda Airport,HND,2024-02-11 10:50,O'Hare International Airport,ORD,2024-02-11 7:35,705,Boeing 777,JAL,JL 10,TRUE,156
441,2,O'Hare International Airport,ORD,2024-02-11 10:11,Harry Reid International Airport,LAS,2024-02-11 12:27,256,Boeing 737,American,AA 2254,FALSE,0
442,1,Haneda Airport,HND,2024-02-11 10:50,O'Hare International Airport,ORD,2024-02-11 7:35,705,Boeing 777,JAL,JL 10,TRUE,445
442,2,O'Hare International Airport,ORD,2024-02-11 15:00,Harry Reid International Airport,LAS,2024-02-11 17:10,250,Boeing 737,American,AA 2447,FALSE,0
443,1,Haneda Airport,HND,2024-02-11 10:55,Dallas Fort Worth International Airport,DFW,2024-02-11 7:35,700,Boeing 777,JAL,JL 12,TRUE,101
443,2,Dallas Fort Worth International Airport,DFW,2024-02-11 9:16,Harry Reid International Airport,LAS,2024-02-11 10:20,184,Airbus A321,American,AA 777,FALSE,0
444,1,Haneda Airport,HND,2024-02-11 10:55,Dallas Fort Worth International Airport,DFW,2024-02-11 7:35,700,Boeing 777,JAL,JL 12,TRUE,246
444,2,Dallas Fort Worth International Airport,DFW,2024-02-11 11:41,Harry Reid International Airport,LAS,2024-02-11 12:45,184,Airbus A321,American,AA 1947,FALSE,0
445,1,Haneda Airport,HND,2024-02-11 10:55,Dallas Fort Worth International Airport,DFW,2024-02-11 7:35,700,Boeing 777,JAL,JL 12,TRUE,335
445,2,Dallas Fort Worth International Airport,DFW,2024-02-11 13:10,Harry Reid International Airport,LAS,2024-02-11 14:14,184,Airbus A321,American,AA 1599,FALSE,0
446,1,Haneda Airport,HND,2024-02-11 10:55,Dallas Fort Worth International Airport,DFW,2024-02-11 7:35,700,Boeing 777,JAL,JL 12,TRUE,437
446,2,Dallas Fort Worth International Airport,DFW,2024-02-11 14:52,Harry Reid International Airport,LAS,2024-02-11 15:56,184,Airbus A321,American,AA 2376,FALSE,0
447,1,Haneda Airport,HND,2024-02-11 10:25,George Bush Intercontinental Airport,IAH,2024-02-11 7:20,715,Boeing 787,ANA,NH 114,TRUE,135
447,2,George Bush Intercontinental Airport,IAH,2024-02-11 9:35,Harry Reid International Airport,LAS,2024-02-11 11:03,208,Boeing 737,United,UA 2010,FALSE,0
448,1,Haneda Airport,HND,2024-02-11 10:40,O'Hare International Airport,ORD,2024-02-11 7:20,700,Boeing 777,ANA,NH 112,TRUE,115
448,2,O'Hare International Airport,ORD,2024-02-11 9:15,Harry Reid International Airport,LAS,2024-02-11 11:31,256,Airbus A321neo,United,UA 373,FALSE,0
449,1,Haneda Airport,HND,2024-02-11 15:05,Guangzhou Baiyun International Airport,CAN,2024-02-11 19:30,325,Boeing 787,China Southern,CZ 386,FALSE,1560
449,2,Guangzhou Baiyun International Airport,CAN,2024-02-12 21:30,Los Angeles International Airport,LAX,2024-02-12 18:10,760,Boeing 777,China Southern,CZ 327,TRUE,770
449,3,Los Angeles International Airport,LAX,2024-02-20 7:00,Harry Reid International Airport,LAS,2024-02-20 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
450,1,Haneda Airport,HND,2024-02-11 15:05,Guangzhou Baiyun International Airport,CAN,2024-02-11 19:30,325,Boeing 787,China Southern,CZ 386,FALSE,1560
450,2,Guangzhou Baiyun International Airport,CAN,2024-02-12 21:30,Los Angeles International Airport,LAX,2024-02-12 18:10,760,Boeing 777,China Southern,CZ 327,TRUE,275
450,3,Los Angeles International Airport,LAX,2024-02-12 22:45,Harry Reid International Airport,LAS,2024-02-12 23:56,71,Airbus A319,Delta,DL 1434,FALSE,0
451,1,Haneda Airport,HND,2024-02-11 0:50,Los Angeles International Airport,LAX,2024-02-17 17:50,600,Boeing 787,ANA,NH 106,TRUE,790
451,2,Los Angeles International Airport,LAX,2024-02-11 7:00,Harry Reid International Airport,LAS,2024-02-11 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
452,1,Haneda Airport,HND,2024-02-11 22:55,San Francisco International Airport,SFO,2024-02-11 15:20,565,Boeing 777,ANA,NH 108,TRUE,1155
452,2,San Francisco International Airport,SFO,2024-02-12 10:35,Harry Reid International Airport,LAS,2024-02-12 12:13,98,Embraer 175,Alaska,AS 2077,FALSE,0
453,1,Haneda Airport,HND,2024-02-11 21:55,Vancouver International Airport (YVR),YVR,2024-02-11 13:45,530,Boeing 787,ANA,NH 116,TRUE,80
453,2,Vancouver International Airport (YVR),YVR,2024-02-11 15:05,Harry Reid International Airport,LAS,2024-02-11 17:53,168,Boeing 737MAX 8 Passenger,Air Canada,AC 1058,FALSE,0
454,1,Haneda Airport,HND,2024-02-11 21:55,Vancouver International Airport (YVR),YVR,2024-02-11 13:45,530,Boeing 787,ANA,NH 116,TRUE,445
454,2,Vancouver International Airport (YVR),YVR,2024-02-11 21:10,Harry Reid International Airport,LAS,2024-02-11 23:58,168,Boeing 737MAX 8 Passenger,Air Canada,AC 1060,FALSE,
